Q8N448	4b9ca3d3b6b17132cab42a4f37472d1a	690	SUPERFAMILY	SSF50156	PDZ domain-like	224	317	2.5E-22	T	26-02-2025	IPR036034	PDZ superfamily	-	-
Q8N448	4b9ca3d3b6b17132cab42a4f37472d1a	690	FunFam	G3DSA:2.30.42.10:FF:000081	Ligand of Numb protein X 2	594	687	5.8E-52	T	26-02-2025	-	-	-	-
Q8N448	4b9ca3d3b6b17132cab42a4f37472d1a	690	Gene3D	G3DSA:3.30.40.10	Zinc/RING finger domain, C3HC4 (zinc finger)	18	147	3.3E-35	T	26-02-2025	IPR013083	Zinc finger, RING/FYVE/PHD-type	-	-
Q8N448	4b9ca3d3b6b17132cab42a4f37472d1a	690	Gene3D	G3DSA:2.30.42.10	-	213	320	2.6E-22	T	26-02-2025	IPR036034	PDZ superfamily	-	-
Q8N448	4b9ca3d3b6b17132cab42a4f37472d1a	690	PANTHER	PTHR19964	MULTIPLE PDZ DOMAIN PROTEIN	25	683	0.0	T	26-02-2025	IPR051342	PDZ domain-containing scaffold protein	-	-
Q8N448	4b9ca3d3b6b17132cab42a4f37472d1a	690	Pfam	PF00595	PDZ domain	339	418	3.9E-9	T	26-02-2025	IPR001478	PDZ domain	-	-
Q8N448	4b9ca3d3b6b17132cab42a4f37472d1a	690	Pfam	PF00595	PDZ domain	603	682	1.6E-11	T	26-02-2025	IPR001478	PDZ domain	-	-
Q8N448	4b9ca3d3b6b17132cab42a4f37472d1a	690	Pfam	PF00595	PDZ domain	235	315	3.1E-10	T	26-02-2025	IPR001478	PDZ domain	-	-
Q8N448	4b9ca3d3b6b17132cab42a4f37472d1a	690	Pfam	PF00595	PDZ domain	469	550	3.0E-11	T	26-02-2025	IPR001478	PDZ domain	-	-
Q8N448	4b9ca3d3b6b17132cab42a4f37472d1a	690	CDD	cd06679	PDZ3_LNX1_2-like	467	554	1.88283E-51	T	26-02-2025	-	-	-	-
Q8N448	4b9ca3d3b6b17132cab42a4f37472d1a	690	ProSitePatterns	PS00518	Zinc finger RING-type signature.	65	74	-	T	26-02-2025	IPR017907	Zinc finger, RING-type, conserved site	-	-
Q8N448	4b9ca3d3b6b17132cab42a4f37472d1a	690	ProSiteProfiles	PS50106	PDZ domain profile.	233	318	17.5914	T	26-02-2025	IPR001478	PDZ domain	-	-
Q8N448	4b9ca3d3b6b17132cab42a4f37472d1a	690	ProSiteProfiles	PS50106	PDZ domain profile.	339	422	19.4004	T	26-02-2025	IPR001478	PDZ domain	-	-
Q8N448	4b9ca3d3b6b17132cab42a4f37472d1a	690	SMART	SM00184	ring_2	50	87	5.6E-7	T	26-02-2025	IPR001841	Zinc finger, RING-type	-	-
Q8N448	4b9ca3d3b6b17132cab42a4f37472d1a	690	ProSiteProfiles	PS50106	PDZ domain profile.	600	682	18.2547	T	26-02-2025	IPR001478	PDZ domain	-	-
Q8N448	4b9ca3d3b6b17132cab42a4f37472d1a	690	FunFam	G3DSA:2.30.42.10:FF:000194	ligand of Numb protein X 2	432	554	3.8E-77	T	26-02-2025	-	-	-	-
Q8N448	4b9ca3d3b6b17132cab42a4f37472d1a	690	SMART	SM00228	pdz_new	477	556	3.6E-13	T	26-02-2025	IPR001478	PDZ domain	-	-
Q8N448	4b9ca3d3b6b17132cab42a4f37472d1a	690	SMART	SM00228	pdz_new	609	686	1.6E-16	T	26-02-2025	IPR001478	PDZ domain	-	-
Q8N448	4b9ca3d3b6b17132cab42a4f37472d1a	690	SMART	SM00228	pdz_new	243	318	9.0E-18	T	26-02-2025	IPR001478	PDZ domain	-	-
Q8N448	4b9ca3d3b6b17132cab42a4f37472d1a	690	SMART	SM00228	pdz_new	349	422	9.5E-17	T	26-02-2025	IPR001478	PDZ domain	-	-
Q8N448	4b9ca3d3b6b17132cab42a4f37472d1a	690	Gene3D	G3DSA:2.30.42.10	-	329	420	1.4E-28	T	26-02-2025	IPR036034	PDZ superfamily	-	-
Q8N448	4b9ca3d3b6b17132cab42a4f37472d1a	690	SUPERFAMILY	SSF50156	PDZ domain-like	440	552	1.97E-24	T	26-02-2025	IPR036034	PDZ superfamily	-	-
Q8N448	4b9ca3d3b6b17132cab42a4f37472d1a	690	ProSiteProfiles	PS50089	Zinc finger RING-type profile.	50	88	12.415513	T	26-02-2025	IPR001841	Zinc finger, RING-type	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	ProSitePatterns	PS01078	Molybdenum cofactor biosynthesis proteins signature 1.	81	94	-	T	26-02-2025	IPR008284	Molybdenum cofactor biosynthesis, conserved site	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	MobiDBLite	mobidb-lite	consensus disorder prediction	187	199	-	T	26-02-2025	-	-	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	NCBIfam	NF045515	gephyrin-like molybdotransferase Glp	325	733	4.9E-90	T	26-02-2025	-	-	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	SUPERFAMILY	SSF53218	Molybdenum cofactor biosynthesis proteins	14	170	5.89E-44	T	26-02-2025	IPR036425	MoaB/Mog-like domain superfamily	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	MobiDBLite	mobidb-lite	consensus disorder prediction	260	290	-	T	26-02-2025	-	-	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	NCBIfam	TIGR00177	molybdenum cofactor biosynthesis domain	500	640	4.6E-24	T	26-02-2025	IPR001453	MoaB/Mog domain	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	NCBIfam	TIGR00177	molybdenum cofactor biosynthesis domain	15	159	1.6E-34	T	26-02-2025	IPR001453	MoaB/Mog domain	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	FunFam	G3DSA:3.90.105.10:FF:000004	Molybdopterin molybdenumtransferase	464	497	1.3E-23	T	26-02-2025	-	-	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	SMART	SM00852	MoCF_biosynth_3a	18	165	9.6E-29	T	26-02-2025	IPR001453	MoaB/Mog domain	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	SMART	SM00852	MoCF_biosynth_3a	502	645	1.7E-39	T	26-02-2025	IPR001453	MoaB/Mog domain	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	Gene3D	G3DSA:3.90.105.10	Molybdopterin biosynthesis moea protein, domain 2	342	497	0.0	T	26-02-2025	-	-	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	MobiDBLite	mobidb-lite	consensus disorder prediction	261	290	-	T	26-02-2025	-	-	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	CDD	cd00886	MogA_MoaB	15	169	3.84959E-69	T	26-02-2025	IPR001453	MoaB/Mog domain	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	ProSitePatterns	PS01079	Molybdenum cofactor biosynthesis proteins signature 2.	575	610	-	T	26-02-2025	IPR008284	Molybdenum cofactor biosynthesis, conserved site	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	FunFam	G3DSA:3.40.980.10:FF:000001	Molybdopterin molybdenumtransferase	498	648	6.4E-84	T	26-02-2025	-	-	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	Gene3D	G3DSA:2.170.190.11	Molybdopterin biosynthesis moea protein, domain 3.	366	463	0.0	T	26-02-2025	-	-	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	SUPERFAMILY	SSF63882	MoeA N-terminal region -like	319	496	2.88E-52	T	26-02-2025	IPR036135	MoeA, N-terminal and linker domain superfamily	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	Pfam	PF00994	Probable molybdopterin binding domain	18	164	1.6E-25	T	26-02-2025	IPR001453	MoaB/Mog domain	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	Pfam	PF00994	Probable molybdopterin binding domain	502	645	1.1E-26	T	26-02-2025	IPR001453	MoaB/Mog domain	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	FunFam	G3DSA:2.40.340.10:FF:000001	Molybdopterin molybdenumtransferase	656	736	4.9E-48	T	26-02-2025	-	-	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	CDD	cd00887	MoeA	327	733	0.0	T	26-02-2025	IPR038987	Molybdopterin biosynthesis protein MoeA-like	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	Gene3D	G3DSA:3.40.980.10	-	498	648	0.0	T	26-02-2025	IPR036425	MoaB/Mog-like domain superfamily	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	Gene3D	G3DSA:3.40.980.10	-	1	191	1.9E-68	T	26-02-2025	IPR036425	MoaB/Mog-like domain superfamily	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	FunFam	G3DSA:2.170.190.11:FF:000001	Molybdopterin molybdenumtransferase	366	463	1.1E-43	T	26-02-2025	-	-	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	FunFam	G3DSA:3.40.980.10:FF:000002	Molybdopterin molybdenumtransferase	2	189	5.8E-104	T	26-02-2025	-	-	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	SUPERFAMILY	SSF53218	Molybdenum cofactor biosynthesis proteins	499	651	3.14E-39	T	26-02-2025	IPR036425	MoaB/Mog-like domain superfamily	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	PANTHER	PTHR10192	MOLYBDOPTERIN BIOSYNTHESIS PROTEIN	317	736	0.0	T	26-02-2025	IPR038987	Molybdopterin biosynthesis protein MoeA-like	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	MobiDBLite	mobidb-lite	consensus disorder prediction	181	232	-	T	26-02-2025	-	-	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	Coils	Coil	Coil	166	186	-	T	26-02-2025	-	-	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	Gene3D	G3DSA:2.40.340.10	-	656	736	2.1E-34	T	26-02-2025	IPR036688	MoeA, C-terminal, domain IV superfamily	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	SUPERFAMILY	SSF63867	MoeA C-terminal domain-like	654	734	8.37E-26	T	26-02-2025	IPR036688	MoeA, C-terminal, domain IV superfamily	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	Pfam	PF03453	MoeA N-terminal region (domain I and II)	325	489	3.8E-40	T	26-02-2025	IPR005110	MoeA, N-terminal and linker domain	-	-
Q9NQX3	7abb233d12446683efc971c53d628a95	736	Pfam	PF03454	MoeA C-terminal region (domain IV)	658	732	1.4E-14	T	26-02-2025	IPR005111	MoeA, C-terminal, domain IV	-	-
O95396	faea137f0232b4bec6a6dfe5d15cbc23	460	Gene3D	G3DSA:3.40.250.10	-	334	460	2.0E-34	T	26-02-2025	IPR036873	Rhodanese-like domain superfamily	-	-
O95396	faea137f0232b4bec6a6dfe5d15cbc23	460	SUPERFAMILY	SSF69572	Activating enzymes of the ubiquitin-like proteins	49	421	1.57E-94	T	26-02-2025	IPR035985	Ubiquitin-activating enzyme	-	-
O95396	faea137f0232b4bec6a6dfe5d15cbc23	460	Coils	Coil	Coil	7	34	-	T	26-02-2025	-	-	-	-
O95396	faea137f0232b4bec6a6dfe5d15cbc23	460	FunFam	G3DSA:3.40.250.10:FF:000014	Adenylyltransferase and sulfurtransferase MOCS3	334	460	1.0E-45	T	26-02-2025	-	-	-	-
O95396	faea137f0232b4bec6a6dfe5d15cbc23	460	Pfam	PF00581	Rhodanese-like domain	338	452	1.0E-6	T	26-02-2025	IPR001763	Rhodanese-like domain	-	-
O95396	faea137f0232b4bec6a6dfe5d15cbc23	460	CDD	cd00757	ThiF_MoeB_HesA_family	62	285	7.29395E-113	T	26-02-2025	-	-	-	-
O95396	faea137f0232b4bec6a6dfe5d15cbc23	460	SMART	SM00450	rhod_4	337	455	1.4E-14	T	26-02-2025	IPR001763	Rhodanese-like domain	-	-
O95396	faea137f0232b4bec6a6dfe5d15cbc23	460	ProSiteProfiles	PS50206	Rhodanese domain profile.	347	458	15.330023	T	26-02-2025	IPR001763	Rhodanese-like domain	-	-
O95396	faea137f0232b4bec6a6dfe5d15cbc23	460	FunFam	G3DSA:3.40.50.720:FF:000206	Adenylyltransferase and sulfurtransferase MOCS3	55	305	0.0	T	26-02-2025	-	-	-	-
O95396	faea137f0232b4bec6a6dfe5d15cbc23	460	Gene3D	G3DSA:3.40.50.720	-	56	305	1.0E-82	T	26-02-2025	-	-	-	-
O95396	faea137f0232b4bec6a6dfe5d15cbc23	460	PANTHER	PTHR10953	UBIQUITIN-ACTIVATING ENZYME E1	58	383	2.3E-50	T	26-02-2025	IPR045886	ThiF/MoeB/HesA family	-	-
O95396	faea137f0232b4bec6a6dfe5d15cbc23	460	Hamap	MF_03049	Adenylyltransferase and sulfurtransferase MOCS3 [MOCS3].	24	460	41.036446	T	26-02-2025	IPR028885	Adenylyltransferase and sulfurtransferase MOCS3/Uba4	-	-
O95396	faea137f0232b4bec6a6dfe5d15cbc23	460	Pfam	PF00899	ThiF family	63	298	9.5E-75	T	26-02-2025	IPR000594	THIF-type NAD/FAD binding fold	-	-
O95396	faea137f0232b4bec6a6dfe5d15cbc23	460	CDD	cd01526	RHOD_ThiF	327	460	2.27758E-58	T	26-02-2025	-	-	-	-
O95396	faea137f0232b4bec6a6dfe5d15cbc23	460	NCBIfam	NF004281	molybdopterin-synthase adenylyltransferase MoeB	53	301	8.3E-82	T	26-02-2025	-	-	-	-
Q14103	c2e20191ee2ec384d0d1cf3f6e764227	355	Gene3D	G3DSA:3.30.70.330	-	178	293	9.5E-25	T	26-02-2025	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily	-	-
Q14103	c2e20191ee2ec384d0d1cf3f6e764227	355	SUPERFAMILY	SSF54928	RNA-binding domain, RBD	178	287	1.1E-26	T	26-02-2025	IPR035979	RNA-binding domain superfamily	-	-
Q14103	c2e20191ee2ec384d0d1cf3f6e764227	355	Pfam	PF08143	CBFNT (NUC161) domain	1	78	4.1E-8	T	26-02-2025	IPR012956	CARG-binding factor, N-terminal	-	-
Q14103	c2e20191ee2ec384d0d1cf3f6e764227	355	CDD	cd12583	RRM2_hnRNPD	183	257	7.28638E-53	T	26-02-2025	-	-	-	-
Q14103	c2e20191ee2ec384d0d1cf3f6e764227	355	Pfam	PF00076	RNA recognition motif	100	167	5.0E-14	T	26-02-2025	IPR000504	RNA recognition motif domain	-	-
Q14103	c2e20191ee2ec384d0d1cf3f6e764227	355	Pfam	PF00076	RNA recognition motif	184	243	2.1E-12	T	26-02-2025	IPR000504	RNA recognition motif domain	-	-
Q14103	c2e20191ee2ec384d0d1cf3f6e764227	355	CDD	cd12756	RRM1_hnRNPD	99	172	2.95535E-46	T	26-02-2025	-	-	-	-
Q14103	c2e20191ee2ec384d0d1cf3f6e764227	355	MobiDBLite	mobidb-lite	consensus disorder prediction	11	20	-	T	26-02-2025	-	-	-	-
Q14103	c2e20191ee2ec384d0d1cf3f6e764227	355	SUPERFAMILY	SSF54928	RNA-binding domain, RBD	96	178	6.58E-26	T	26-02-2025	IPR035979	RNA-binding domain superfamily	-	-
Q14103	c2e20191ee2ec384d0d1cf3f6e764227	355	ProSiteProfiles	PS50102	Eukaryotic RNA Recognition Motif (RRM) profile.	182	261	17.369957	T	26-02-2025	IPR000504	RNA recognition motif domain	-	-
Q14103	c2e20191ee2ec384d0d1cf3f6e764227	355	FunFam	G3DSA:3.30.70.330:FF:000369	heterogeneous nuclear ribonucleoprotein D0 isoform X1	53	176	3.3E-84	T	26-02-2025	-	-	-	-
Q14103	c2e20191ee2ec384d0d1cf3f6e764227	355	MobiDBLite	mobidb-lite	consensus disorder prediction	1	92	-	T	26-02-2025	-	-	-	-
Q14103	c2e20191ee2ec384d0d1cf3f6e764227	355	MobiDBLite	mobidb-lite	consensus disorder prediction	64	73	-	T	26-02-2025	-	-	-	-
Q14103	c2e20191ee2ec384d0d1cf3f6e764227	355	Gene3D	G3DSA:3.30.70.330	-	53	177	7.3E-27	T	26-02-2025	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily	-	-
Q14103	c2e20191ee2ec384d0d1cf3f6e764227	355	PANTHER	PTHR48033	RNA-BINDING (RRM/RBD/RNP MOTIFS) FAMILY PROTEIN	30	355	9.0E-109	T	26-02-2025	-	-	-	-
Q14103	c2e20191ee2ec384d0d1cf3f6e764227	355	SMART	SM00360	rrm1_1	183	255	9.0E-21	T	26-02-2025	IPR000504	RNA recognition motif domain	-	-
Q14103	c2e20191ee2ec384d0d1cf3f6e764227	355	SMART	SM00360	rrm1_1	98	170	4.5E-25	T	26-02-2025	IPR000504	RNA recognition motif domain	-	-
Q14103	c2e20191ee2ec384d0d1cf3f6e764227	355	FunFam	G3DSA:3.30.70.330:FF:000156	Heterogeneous nuclear ribonucleoprotein d0 isoform	177	293	5.2E-80	T	26-02-2025	-	-	-	-
Q14103	c2e20191ee2ec384d0d1cf3f6e764227	355	ProSiteProfiles	PS50102	Eukaryotic RNA Recognition Motif (RRM) profile.	97	179	18.001007	T	26-02-2025	IPR000504	RNA recognition motif domain	-	-
Q14103	c2e20191ee2ec384d0d1cf3f6e764227	355	MobiDBLite	mobidb-lite	consensus disorder prediction	27	42	-	T	26-02-2025	-	-	-	-
Q14103	c2e20191ee2ec384d0d1cf3f6e764227	355	MobiDBLite	mobidb-lite	consensus disorder prediction	43	58	-	T	26-02-2025	-	-	-	-
Q15843	32b6d486c7d15f60f5d504b6a6a3e77c	81	Gene3D	G3DSA:3.10.20.90	-	1	79	3.3E-34	T	26-02-2025	-	-	-	-
Q15843	32b6d486c7d15f60f5d504b6a6a3e77c	81	FunFam	G3DSA:3.10.20.90:FF:000023	NEDD8 protein	1	78	7.9E-50	T	26-02-2025	-	-	-	-
Q15843	32b6d486c7d15f60f5d504b6a6a3e77c	81	ProSiteProfiles	PS50053	Ubiquitin domain profile.	1	76	25.291336	T	26-02-2025	IPR000626	Ubiquitin-like domain	-	-
Q15843	32b6d486c7d15f60f5d504b6a6a3e77c	81	ProSitePatterns	PS00299	Ubiquitin domain signature.	27	52	-	T	26-02-2025	IPR019954	Ubiquitin conserved site	-	-
Q15843	32b6d486c7d15f60f5d504b6a6a3e77c	81	PANTHER	PTHR10666	UBIQUITIN	1	76	5.3E-28	T	26-02-2025	IPR050158	Ubiquitin and ubiquitin-like	-	-
Q15843	32b6d486c7d15f60f5d504b6a6a3e77c	81	CDD	cd01806	Ubl_NEDD8	3	76	6.35203E-48	T	26-02-2025	IPR038738	Nedd8-like ubiquitin	-	-
Q15843	32b6d486c7d15f60f5d504b6a6a3e77c	81	SUPERFAMILY	SSF54236	Ubiquitin-like	1	77	2.33E-29	T	26-02-2025	IPR029071	Ubiquitin-like domain superfamily	-	-
Q15843	32b6d486c7d15f60f5d504b6a6a3e77c	81	PRINTS	PR00348	Ubiquitin signature	11	31	9.8E-22	T	26-02-2025	IPR019956	Ubiquitin domain	-	-
Q15843	32b6d486c7d15f60f5d504b6a6a3e77c	81	PRINTS	PR00348	Ubiquitin signature	32	52	9.8E-22	T	26-02-2025	IPR019956	Ubiquitin domain	-	-
Q15843	32b6d486c7d15f60f5d504b6a6a3e77c	81	PRINTS	PR00348	Ubiquitin signature	53	74	9.8E-22	T	26-02-2025	IPR019956	Ubiquitin domain	-	-
Q15843	32b6d486c7d15f60f5d504b6a6a3e77c	81	Pfam	PF00240	Ubiquitin family	3	73	1.5E-24	T	26-02-2025	IPR000626	Ubiquitin-like domain	-	-
Q15843	32b6d486c7d15f60f5d504b6a6a3e77c	81	SMART	SM00213	ubq_7	1	72	5.3E-26	T	26-02-2025	IPR000626	Ubiquitin-like domain	-	-
P12931	b34856872be278010271203e00bee542	536	Pfam	PF00017	SH2 domain	151	233	2.2E-24	T	26-02-2025	IPR000980	SH2 domain	-	-
P12931	b34856872be278010271203e00bee542	536	SMART	SM00326	SH3_2	87	144	4.2E-21	T	26-02-2025	IPR001452	SH3 domain	-	-
P12931	b34856872be278010271203e00bee542	536	FunFam	G3DSA:3.30.505.10:FF:000001	Tyrosine-protein kinase	142	251	1.9E-62	T	26-02-2025	-	-	-	-
P12931	b34856872be278010271203e00bee542	536	MobiDBLite	mobidb-lite	consensus disorder prediction	7	19	-	T	26-02-2025	-	-	-	-
P12931	b34856872be278010271203e00bee542	536	ProSiteProfiles	PS50011	Protein kinase domain profile.	270	523	43.424606	T	26-02-2025	IPR000719	Protein kinase domain	-	-
P12931	b34856872be278010271203e00bee542	536	Gene3D	G3DSA:3.30.200.20	Phosphorylase Kinase; domain 1	252	343	5.2E-38	T	26-02-2025	-	-	-	-
P12931	b34856872be278010271203e00bee542	536	MobiDBLite	mobidb-lite	consensus disorder prediction	1	53	-	T	26-02-2025	-	-	-	-
P12931	b34856872be278010271203e00bee542	536	Pfam	PF07714	Protein tyrosine and serine/threonine kinase	271	518	9.0E-92	T	26-02-2025	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	-	-
P12931	b34856872be278010271203e00bee542	536	SMART	SM00252	SH2_5	149	239	1.1E-36	T	26-02-2025	IPR000980	SH2 domain	-	-
P12931	b34856872be278010271203e00bee542	536	SUPERFAMILY	SSF55550	SH2 domain	146	290	3.22E-39	T	26-02-2025	IPR036860	SH2 domain superfamily	-	-
P12931	b34856872be278010271203e00bee542	536	ProSitePatterns	PS00109	Tyrosine protein kinases specific active-site signature.	385	397	-	T	26-02-2025	IPR008266	Tyrosine-protein kinase, active site	-	-
P12931	b34856872be278010271203e00bee542	536	ProSitePatterns	PS00107	Protein kinases ATP-binding region signature.	276	298	-	T	26-02-2025	IPR017441	Protein kinase, ATP binding site	-	-
P12931	b34856872be278010271203e00bee542	536	Gene3D	G3DSA:2.30.30.40	SH3 Domains	80	140	1.9E-29	T	26-02-2025	-	-	-	-
P12931	b34856872be278010271203e00bee542	536	PRINTS	PR00401	SH2 domain signature	151	165	1.2E-24	T	26-02-2025	-	-	-	-
P12931	b34856872be278010271203e00bee542	536	PRINTS	PR00401	SH2 domain signature	172	182	1.2E-24	T	26-02-2025	-	-	-	-
P12931	b34856872be278010271203e00bee542	536	PRINTS	PR00401	SH2 domain signature	184	195	1.2E-24	T	26-02-2025	-	-	-	-
P12931	b34856872be278010271203e00bee542	536	PRINTS	PR00401	SH2 domain signature	201	211	1.2E-24	T	26-02-2025	-	-	-	-
P12931	b34856872be278010271203e00bee542	536	PRINTS	PR00401	SH2 domain signature	222	236	1.2E-24	T	26-02-2025	-	-	-	-
P12931	b34856872be278010271203e00bee542	536	PRINTS	PR00452	SH3 domain signature	87	97	4.7E-14	T	26-02-2025	IPR001452	SH3 domain	-	-
P12931	b34856872be278010271203e00bee542	536	PRINTS	PR00452	SH3 domain signature	101	116	4.7E-14	T	26-02-2025	IPR001452	SH3 domain	-	-
P12931	b34856872be278010271203e00bee542	536	PRINTS	PR00452	SH3 domain signature	118	127	4.7E-14	T	26-02-2025	IPR001452	SH3 domain	-	-
P12931	b34856872be278010271203e00bee542	536	PRINTS	PR00452	SH3 domain signature	131	143	4.7E-14	T	26-02-2025	IPR001452	SH3 domain	-	-
P12931	b34856872be278010271203e00bee542	536	CDD	cd12008	SH3_Src	88	143	1.24731E-33	T	26-02-2025	-	-	-	-
P12931	b34856872be278010271203e00bee542	536	Pfam	PF00018	SH3 domain	90	137	1.0E-13	T	26-02-2025	IPR001452	SH3 domain	-	-
P12931	b34856872be278010271203e00bee542	536	Gene3D	G3DSA:3.30.505.10	SH2 domain	141	251	8.2E-39	T	26-02-2025	IPR036860	SH2 domain superfamily	-	-
P12931	b34856872be278010271203e00bee542	536	ProSiteProfiles	PS50001	Src homology 2 (SH2) domain profile.	151	248	26.96946	T	26-02-2025	IPR000980	SH2 domain	-	-
P12931	b34856872be278010271203e00bee542	536	CDD	cd05071	PTKc_Src	260	536	0.0	T	26-02-2025	-	-	-	-
P12931	b34856872be278010271203e00bee542	536	SUPERFAMILY	SSF50044	SH3-domain	64	156	3.47E-25	T	26-02-2025	IPR036028	SH3-like domain superfamily	-	-
P12931	b34856872be278010271203e00bee542	536	SMART	SM00219	tyrkin_6	270	519	0.0	T	26-02-2025	IPR020635	Tyrosine-protein kinase, catalytic domain	-	-
P12931	b34856872be278010271203e00bee542	536	CDD	cd10365	SH2_Src_Src	147	247	3.5331E-73	T	26-02-2025	-	-	-	-
P12931	b34856872be278010271203e00bee542	536	ProSiteProfiles	PS50002	Src homology 3 (SH3) domain profile.	84	145	29.855015	T	26-02-2025	IPR001452	SH3 domain	-	-
P12931	b34856872be278010271203e00bee542	536	FunFam	G3DSA:2.30.30.40:FF:000083	Tyrosine-protein kinase	83	141	1.8E-42	T	26-02-2025	-	-	-	-
P12931	b34856872be278010271203e00bee542	536	SUPERFAMILY	SSF56112	Protein kinase-like (PK-like)	259	529	1.62E-82	T	26-02-2025	IPR011009	Protein kinase-like domain superfamily	-	-
